cyclomatic_complexity,cognitive_complexity,lines_of_code,comment_ratio,function_count,class_count,max_nesting_depth,avg_function_length,parameters_per_function,halstead_difficulty,halstead_effort,halstead_volume,maintainability_index,duplicate_ratio,coupling_score,import_count,has_error_handling,has_type_hints,test_coverage,has_bug
22,32,1007,0.399,17,6,8,77.9,5.7,74.74,311445.89,7132.37,38.9,0.324,16.6,20,0,1,55.6,1
44,54,1798,0.318,30,8,3,16.3,2.4,49.38,262803.41,1305.63,20.93,0.341,1.0,15,1,1,15.1,1
18,56,126,0.3,21,7,4,73.2,4.3,69.65,122238.5,5935.77,97.46,0.319,4.9,5,1,0,83.4,1
31,32,1005,0.384,21,5,7,66.2,4.8,8.6,474827.57,7271.6,24.55,0.179,3.9,0,1,0,42.0,1
16,67,68,0.343,3,10,1,11.3,4.0,15.01,345942.12,1407.49,65.13,0.333,18.0,11,0,0,18.4,1
32,15,354,0.244,7,9,2,11.5,7.1,3.52,214769.29,1998.42,13.64,0.005,2.4,28,0,1,50.1,1
26,20,280,0.156,8,9,3,94.0,6.2,41.43,139542.79,4117.32,40.74,0.233,1.0,2,0,1,78.5,1
7,4,183,0.447,22,0,3,90.2,4.5,52.84,496118.33,5885.13,26.84,0.251,3.5,19,0,1,25.0,1
17,5,748,0.095,14,0,8,45.4,2.9,77.6,119448.6,2167.15,12.09,0.447,4.7,3,1,0,59.4,1
14,5,82,0.298,2,7,0,49.3,3.3,30.6,117648.9,769.69,19.31,0.475,5.6,12,0,0,10.1,1
6,37,1454,0.383,20,4,7,26.3,2.8,41.88,269355.43,2663.41,24.12,0.074,3.1,24,1,0,93.7,1
19,54,675,0.486,3,3,6,41.4,5.7,45.47,478278.51,7825.95,69.65,0.394,14.5,14,0,0,36.8,1
14,72,155,0.029,1,5,1,17.4,4.5,5.25,45447.26,7457.94,77.68,0.451,15.4,28,0,0,47.3,1
28,76,1632,0.488,19,5,1,39.3,3.7,60.59,221212.86,9694.01,33.69,0.13,17.2,15,1,1,14.5,1
46,46,1422,0.298,17,9,3,66.1,6.4,45.03,202051.33,9526.38,39.2,0.174,8.3,15,0,0,80.9,1
34,5,1295,0.101,14,5,4,65.5,4.6,14.74,357218.28,659.05,17.57,0.143,14.5,17,1,1,45.9,1
12,10,1728,0.171,17,2,2,5.7,7.8,69.73,262760.22,1709.45,40.22,0.159,19.7,14,1,1,70.9,1
20,74,1175,0.144,2,10,0,40.7,0.7,20.25,100666.63,3131.25,67.11,0.115,9.4,9,1,1,52.1,1
37,19,1513,0.042,12,1,1,70.0,4.3,67.5,1913.49,5577.79,53.7,0.405,12.9,21,0,0,4.6,1
8,55,1067,0.321,22,0,0,79.9,6.2,36.07,113274.17,623.78,34.13,0.125,18.3,23,0,1,92.1,1
25,63,400,0.058,26,6,8,5.5,3.4,49.78,193097.42,3592.46,59.12,0.398,18.3,13,1,0,78.7,1
23,10,1601,0.383,30,7,2,47.2,5.7,64.55,303646.88,1846.09,82.5,0.128,11.1,11,1,0,22.2,1
33,45,1300,0.067,11,4,2,14.2,2.8,46.2,365520.23,7388.41,84.81,0.205,17.0,21,1,0,38.0,1
17,28,1425,0.194,29,9,0,35.3,7.4,95.13,424369.93,4127.1,36.2,0.387,19.0,19,1,0,56.9,1
4,70,1240,0.439,28,4,6,64.2,5.3,2.78,334809.27,2850.8,65.05,0.298,2.9,3,1,1,26.2,1
28,76,993,0.447,4,5,2,71.4,0.0,85.23,366667.12,2456.13,70.35,0.445,12.2,21,1,1,28.8,1
35,52,59,0.491,26,1,7,43.1,2.2,79.45,256086.63,8211.59,17.13,0.32,8.2,5,0,1,21.3,1
23,23,287,0.431,22,5,8,10.4,2.9,8.96,168174.89,6126.21,92.64,0.416,2.1,16,1,0,72.7,1
44,66,1882,0.133,4,4,2,33.7,7.9,91.57,7716.17,7167.37,25.48,0.204,8.6,15,0,1,65.4,1
37,20,1351,0.087,9,9,1,60.1,5.7,74.44,389417.82,157.02,48.74,0.24,17.4,23,1,1,37.2,1
35,42,732,0.051,29,8,7,72.6,6.1,28.47,221303.78,441.68,93.63,0.429,8.0,23,1,1,30.3,1
46,27,1242,0.319,12,8,7,81.4,4.8,10.33,483107.37,4702.02,52.24,0.43,9.7,9,0,0,28.8,1
21,36,1805,0.465,2,6,3,71.9,5.9,70.37,21740.21,841.03,75.15,0.398,19.2,7,1,1,25.4,1
11,22,1624,0.415,12,6,3,14.4,5.8,57.31,388583.24,907.83,80.8,0.027,9.0,15,0,1,20.4,1
20,40,1788,0.113,22,8,3,23.4,2.1,81.92,275816.53,3162.82,20.62,0.402,14.1,8,0,0,95.5,1
42,4,1395,0.023,16,9,0,32.9,3.6,91.32,231330.46,3445.92,66.37,0.305,16.6,3,0,1,69.0,1
33,56,683,0.161,22,1,4,9.0,4.1,21.56,472572.18,7795.65,47.11,0.429,7.0,27,0,1,97.7,1
17,15,1420,0.054,19,3,1,16.0,1.0,69.54,493951.92,2752.8,92.59,0.358,15.6,23,0,0,36.1,1
22,26,17,0.317,24,2,5,92.0,0.7,67.15,40531.36,6224.99,74.49,0.335,15.0,8,0,1,82.7,1
38,16,1474,0.295,29,7,3,5.4,7.9,75.76,104387.55,8904.36,60.71,0.485,7.6,9,0,1,93.9,1
28,3,131,0.028,29,7,8,23.3,4.9,69.8,121741.75,5042.12,32.92,0.077,6.9,14,1,0,42.3,1
26,40,231,0.112,16,8,5,19.1,4.8,41.99,62088.49,3277.24,70.92,0.403,0.2,14,0,0,67.5,1
27,72,1632,0.231,17,6,4,85.1,7.2,34.64,171723.0,3330.75,82.57,0.43,4.4,22,0,1,41.1,1
43,72,263,0.008,18,1,0,25.6,0.3,40.54,241033.1,2203.87,31.48,0.121,9.6,20,0,1,77.2,1
49,27,1718,0.454,25,1,3,6.1,4.9,98.67,313879.98,2898.53,54.46,0.45,6.9,8,1,0,28.3,1
40,46,583,0.43,20,4,4,61.5,5.9,78.2,147117.94,906.54,12.83,0.366,1.5,12,1,1,38.1,1
27,49,1507,0.429,19,10,1,27.1,1.5,21.64,5396.06,6164.21,23.8,0.117,11.5,30,1,0,28.8,1
8,47,1122,0.445,24,7,0,77.5,6.1,72.73,305793.22,2349.62,48.92,0.285,7.8,6,0,0,75.9,1
37,75,1924,0.316,5,9,6,27.1,1.9,14.58,10434.28,5562.02,64.46,0.135,7.2,30,1,1,37.6,1
48,4,1715,0.086,26,5,0,73.5,4.0,21.39,58691.99,1826.69,73.98,0.345,6.0,12,0,0,98.9,1
18,2,1724,0.433,5,4,8,27.2,3.4,15.83,365004.74,3234.87,44.95,0.444,15.2,0,1,1,61.5,1
38,8,1021,0.316,6,10,2,89.7,5.0,27.78,339546.86,670.46,60.45,0.238,14.3,19,1,0,6.6,1
18,22,642,0.494,23,9,7,69.0,6.9,80.57,118646.9,8191.4,31.01,0.278,14.9,2,0,1,76.1,1
40,71,975,0.461,20,4,6,12.6,2.3,41.68,133951.96,5866.4,59.3,0.398,2.1,13,1,1,66.7,1
38,35,109,0.402,10,6,4,86.3,4.7,62.72,261718.25,52.28,11.85,0.037,17.0,24,1,1,0.3,1
33,60,532,0.176,14,5,8,24.5,5.8,84.15,366132.27,2352.72,30.34,0.06,9.8,18,1,0,92.0,1
16,9,276,0.161,14,3,8,48.1,1.8,54.0,395469.97,1784.11,63.6,0.204,6.2,6,1,0,89.5,1
46,13,1173,0.127,1,3,0,45.5,4.2,56.64,85976.35,3147.66,54.22,0.225,2.1,17,0,0,51.8,1
43,3,1906,0.273,14,9,4,30.2,3.8,65.39,223318.14,9616.23,16.65,0.302,6.0,9,1,0,61.9,1
25,63,1916,0.439,18,5,6,59.6,5.3,1.3,203748.47,1809.02,49.17,0.015,2.2,17,0,1,92.1,1
3,0,157,0.256,11,6,7,49.4,0.5,68.59,121389.96,7156.69,28.81,0.446,0.0,14,1,1,60.6,1
39,6,1865,0.244,11,7,4,77.3,2.2,68.31,22864.63,4290.83,80.16,0.376,18.6,19,1,1,64.5,1
9,25,1189,0.223,30,5,0,43.4,2.4,28.63,76053.9,4726.12,38.58,0.005,4.3,14,0,1,28.5,1
40,78,657,0.183,18,8,3,92.0,5.1,40.95,74404.39,6222.46,63.14,0.042,9.1,0,0,0,41.1,1
6,51,1656,0.058,4,1,7,17.6,3.4,12.01,202185.33,6076.04,74.38,0.15,18.0,20,1,1,18.2,1
48,21,1959,0.139,18,10,3,87.5,4.3,61.63,57466.24,2542.7,14.57,0.343,3.1,7,1,1,57.2,1
45,6,1576,0.212,16,5,2,74.3,0.8,2.49,455807.95,1980.77,37.05,0.276,6.7,16,0,1,96.7,1
20,25,1152,0.452,25,4,6,68.5,1.5,82.01,203581.42,3114.98,99.83,0.114,16.8,3,1,1,35.5,1
49,33,1381,0.299,25,5,0,17.3,6.3,42.83,144357.04,5933.66,17.21,0.29,9.0,7,1,0,51.0,1
35,58,1692,0.017,26,7,5,74.9,2.6,50.25,170489.86,6603.01,66.69,0.001,13.4,1,0,1,73.0,1
3,9,675,0.117,14,6,8,50.2,5.4,9.31,42338.55,9294.98,22.74,0.448,1.2,17,0,0,9.3,1
9,66,1845,0.09,13,4,7,76.0,2.6,9.2,70899.91,2260.09,14.02,0.055,5.4,13,0,0,35.2,1
10,37,509,0.11,14,10,2,49.8,3.4,54.85,471370.12,132.08,73.13,0.419,16.5,23,0,1,9.5,1
39,77,1104,0.12,20,6,6,50.9,4.5,66.49,208780.95,3046.12,98.49,0.435,1.4,10,1,1,26.4,1
45,56,946,0.339,25,10,8,79.2,2.1,74.0,13411.36,1469.27,99.36,0.202,14.4,2,1,0,63.8,1
49,73,1703,0.343,19,8,1,11.5,0.2,26.91,15409.17,184.08,80.15,0.321,17.1,15,0,1,37.5,1
6,7,1730,0.328,23,4,1,31.1,0.1,61.64,199672.8,1159.86,46.41,0.3,8.4,0,1,1,87.6,1
39,49,925,0.01,10,9,2,64.8,5.5,77.5,316429.11,9336.96,13.56,0.238,1.8,12,0,1,31.8,1
10,27,1168,0.354,12,7,1,81.7,1.6,18.92,125220.63,1319.23,40.55,0.446,5.6,30,1,0,47.6,1
26,30,831,0.214,5,2,6,89.9,2.2,64.5,282103.02,7752.37,54.77,0.063,15.0,27,1,0,54.8,1
30,58,902,0.05,19,2,8,87.6,4.5,38.19,262435.43,971.9,52.25,0.489,14.8,30,1,1,61.6,1
21,16,747,0.242,15,0,1,49.0,7.6,81.7,141179.52,2041.95,98.84,0.212,5.4,18,0,1,38.9,1
37,29,1958,0.239,1,8,4,59.0,2.0,22.55,411270.14,2654.81,33.16,0.333,12.6,15,1,1,62.5,1
28,78,67,0.417,7,9,0,10.7,8.0,53.07,349623.73,6340.4,14.26,0.309,17.5,22,1,0,31.3,1
28,50,333,0.145,25,0,5,99.0,5.1,47.95,343556.44,200.53,90.56,0.486,14.9,28,0,1,33.3,1
10,75,833,0.361,28,10,8,13.9,3.7,29.4,226166.95,6407.01,70.33,0.236,10.7,2,1,1,62.5,1
22,32,196,0.42,12,3,0,37.4,4.0,31.27,114974.88,6701.55,96.92,0.203,1.7,2,1,1,38.7,1
23,73,1257,0.372,21,2,3,13.6,2.5,45.53,485895.09,9351.48,18.98,0.205,5.7,29,1,0,44.2,1
48,31,922,0.447,22,8,2,63.7,1.8,29.94,378114.52,9848.85,70.06,0.136,0.3,1,1,1,26.5,1
44,34,244,0.353,14,4,0,8.5,5.5,82.24,86726.84,3204.5,73.21,0.029,6.0,17,1,1,81.9,1
11,72,1850,0.493,2,5,3,38.1,5.5,55.53,465440.33,151.19,77.68,0.075,4.2,10,1,0,30.9,1
34,38,60,0.34,15,6,2,3.2,8.0,60.37,242104.97,6507.43,55.26,0.211,16.4,12,1,0,91.6,1
6,0,243,0.319,23,7,7,17.8,0.3,75.26,28903.76,2204.44,30.37,0.038,18.8,29,1,0,10.8,1
27,5,237,0.378,6,9,6,77.2,0.9,63.27,118590.24,485.96,15.55,0.448,6.4,16,1,0,92.3,1
34,21,845,0.262,22,6,4,92.8,1.8,24.06,336370.97,4733.72,89.63,0.425,1.2,22,0,0,80.0,1
29,31,655,0.022,29,5,2,27.7,2.8,47.22,367808.14,3120.24,64.61,0.042,11.0,22,0,0,13.7,1
23,58,1617,0.068,16,7,3,11.0,7.2,36.66,482780.81,6152.23,28.92,0.278,5.6,6,1,0,6.6,1
42,54,1783,0.407,7,7,0,71.7,1.9,83.29,240786.27,8106.82,95.33,0.02,7.5,30,1,0,77.0,1
25,66,405,0.499,15,5,6,96.8,5.5,34.45,452503.81,2368.48,41.46,0.396,8.6,12,0,1,48.8,1
46,71,546,0.448,18,8,8,7.5,2.8,32.35,316026.02,9981.02,78.72,0.178,10.7,6,1,0,26.1,1
30,12,1507,0.027,17,3,3,69.9,7.7,64.91,246460.92,794.13,96.18,0.141,7.1,17,1,0,18.3,1
12,78,1684,0.25,2,8,0,13.6,5.9,24.76,476983.32,1382.56,21.81,0.3,14.1,27,0,0,83.4,1
14,54,330,0.153,13,7,7,25.5,3.4,72.79,231861.92,4010.77,63.94,0.089,2.2,12,0,0,28.1,1
36,58,623,0.048,13,3,3,30.7,3.4,45.77,242296.62,8226.03,13.1,0.237,5.6,14,1,1,11.4,1
15,1,534,0.047,8,8,3,35.9,7.6,51.34,251153.84,6143.16,41.12,0.102,13.8,0,1,0,20.3,1
26,8,1019,0.382,26,0,2,26.5,3.3,56.48,166113.82,4037.43,10.63,0.281,17.9,19,1,1,8.2,1
26,30,1683,0.433,23,10,2,93.5,3.8,9.15,122101.57,4739.52,39.57,0.028,18.9,17,1,1,1.8,1
44,7,422,0.028,24,9,8,22.4,5.0,94.05,12417.09,3360.83,21.68,0.445,0.8,7,0,1,69.7,1
17,63,1173,0.404,2,4,7,71.7,3.1,93.1,487354.05,3785.91,55.04,0.47,6.0,19,0,0,20.2,1
16,35,912,0.049,30,3,2,4.0,6.1,23.18,287657.59,2840.01,10.6,0.163,0.3,24,1,1,77.9,1
5,71,960,0.155,28,6,7,72.4,2.5,41.9,231501.08,5439.55,72.45,0.127,11.0,15,0,1,56.5,1
15,51,679,0.207,17,5,8,40.8,2.5,4.55,165188.96,534.41,45.21,0.38,3.8,12,0,1,90.8,1
43,15,171,0.221,2,7,3,31.8,0.6,71.41,457496.85,9498.01,60.94,0.16,13.2,5,0,0,58.0,1
47,16,1646,0.452,11,9,8,17.8,2.2,22.8,118273.26,7624.88,40.94,0.194,3.9,14,1,1,67.3,1
29,75,1197,0.041,21,2,8,43.2,6.7,35.59,308978.58,80.76,35.17,0.221,6.7,27,1,0,45.1,1
21,18,1206,0.423,21,10,3,88.0,2.6,59.28,92133.14,3205.42,72.62,0.402,9.5,26,1,1,40.0,1
18,42,1225,0.455,26,3,7,6.5,1.3,77.79,430675.16,4638.72,72.44,0.446,19.4,22,0,1,2.5,1
8,73,67,0.072,11,5,1,91.9,2.0,84.48,310400.94,6471.15,54.97,0.086,8.3,20,1,1,56.1,1
22,28,1226,0.228,2,5,2,15.0,7.5,11.45,451243.11,4855.06,85.57,0.309,12.8,20,0,0,98.9,1
45,55,1494,0.386,13,8,6,5.2,4.1,72.5,106490.12,569.55,61.52,0.191,19.0,30,0,1,79.6,1
38,64,1997,0.186,28,1,8,76.8,7.1,69.39,61809.65,2164.67,87.5,0.227,7.8,18,1,1,91.2,1
37,23,1257,0.416,27,4,4,89.5,7.6,86.99,26562.59,3672.41,11.7,0.226,18.3,30,1,1,48.9,1
42,13,1848,0.248,28,5,0,15.6,2.8,84.99,340595.42,6905.08,57.71,0.192,12.2,28,1,0,42.9,1
45,63,1938,0.226,26,4,8,83.4,7.2,81.63,476913.1,8308.75,79.75,0.328,2.8,30,0,1,93.6,1
50,56,859,0.036,30,2,1,73.0,0.4,52.72,395418.76,627.07,53.84,0.145,15.2,18,1,1,30.9,1
30,41,1052,0.358,25,9,8,64.0,1.8,72.02,494865.13,6034.5,27.39,0.271,5.4,7,0,0,63.8,1
38,70,428,0.132,18,10,3,6.0,6.3,44.31,445068.45,7440.33,59.98,0.291,1.8,24,1,1,0.9,1
5,19,1309,0.321,18,7,3,61.1,7.6,34.77,380372.42,1980.5,37.63,0.495,9.4,21,1,0,3.5,1
33,80,1737,0.11,16,3,4,63.6,7.9,50.03,356047.21,4512.72,56.05,0.044,5.7,30,1,0,4.5,1
27,39,293,0.336,28,3,2,71.5,0.6,82.61,286385.69,7258.65,88.93,0.377,16.3,14,1,0,48.8,1
37,42,1076,0.276,11,9,5,45.8,4.2,99.74,180334.82,689.01,76.01,0.34,10.1,17,1,0,36.9,1
6,55,331,0.462,16,10,1,62.0,7.7,28.51,255509.83,7861.65,39.32,0.334,12.8,30,1,1,36.4,1
12,17,1370,0.032,11,1,1,55.4,2.6,7.72,288994.64,9234.7,98.91,0.25,6.7,7,0,0,10.9,1
3,3,1032,0.046,3,10,7,33.6,2.7,26.6,436419.82,3461.46,63.31,0.139,0.3,26,1,1,94.6,1
11,25,1915,0.164,22,10,5,51.5,6.7,60.35,275714.94,5846.69,78.63,0.015,2.8,4,1,1,85.6,1
4,74,317,0.206,27,6,1,8.0,4.4,86.52,235635.64,9922.83,55.39,0.332,0.5,5,0,1,70.8,1
45,60,1251,0.4,1,9,1,26.8,6.6,72.45,457022.98,5997.91,13.55,0.199,3.4,24,0,0,69.4,1
50,80,1947,0.345,19,2,3,15.8,2.3,6.66,476543.42,839.99,11.29,0.15,12.9,13,1,0,74.4,1
35,29,1568,0.024,16,10,1,6.2,4.1,55.64,38494.61,4354.11,63.27,0.401,7.3,2,0,1,34.1,1
9,51,795,0.214,28,4,5,80.5,7.9,70.19,270220.72,2319.14,40.35,0.237,9.6,8,1,0,8.4,1
11,1,1865,0.358,15,8,7,26.6,7.3,55.66,497175.56,6151.01,57.86,0.456,14.6,21,0,0,77.7,1
42,13,1194,0.305,20,9,7,31.4,4.4,27.16,1919.9,6091.51,70.84,0.435,9.7,13,1,0,67.9,1
41,68,206,0.492,2,7,8,95.9,7.6,15.57,408192.06,8006.16,82.85,0.47,2.8,28,0,1,72.1,1
43,20,80,0.313,24,7,1,40.2,4.7,74.23,229305.3,4919.68,81.0,0.016,9.9,19,0,0,82.8,1
22,63,1215,0.39,24,3,6,12.6,7.3,40.63,5385.11,8566.37,54.71,0.262,3.5,22,0,1,4.7,1
6,40,248,0.028,1,5,5,25.9,6.5,4.94,487093.33,1791.18,33.86,0.354,11.9,22,0,1,34.2,1
36,4,978,0.402,19,7,1,42.3,6.7,76.99,477809.27,3064.18,62.42,0.235,15.5,28,0,0,10.1,1
18,69,166,0.177,6,2,4,47.9,0.5,39.17,238999.56,4449.41,72.17,0.088,8.1,16,0,0,9.6,1
19,36,441,0.219,29,6,7,46.6,7.4,68.4,198217.25,874.78,34.7,0.154,7.3,8,1,1,23.2,1
25,52,1638,0.246,28,7,6,22.7,6.1,43.02,172021.44,3916.73,22.25,0.475,16.3,21,1,0,9.3,1
37,17,2000,0.359,3,8,6,22.6,5.4,29.31,52713.83,5194.59,46.17,0.442,7.5,28,1,0,70.7,1
47,62,741,0.313,18,1,2,79.5,0.8,74.7,293871.6,4614.8,98.0,0.015,10.2,22,0,1,41.8,1
35,37,1525,0.329,28,5,2,12.1,0.8,24.9,22476.17,4736.14,68.87,0.325,7.8,19,1,1,40.0,1
49,5,16,0.337,9,4,5,86.2,4.4,73.07,246914.77,1117.14,13.33,0.497,19.4,21,0,0,80.5,1
13,7,1328,0.479,2,10,3,37.2,1.6,62.1,189870.92,7800.78,41.61,0.356,8.3,8,0,0,81.4,1
11,57,173,0.384,20,4,7,28.6,7.2,26.51,75023.4,5255.59,24.33,0.15,0.6,6,1,0,84.5,1
3,40,1650,0.121,13,0,8,65.6,2.1,21.12,288746.77,4040.06,65.9,0.461,11.7,14,1,1,99.6,1
1,65,420,0.052,9,3,5,67.3,7.5,94.02,69655.77,5426.86,72.81,0.301,18.4,16,0,0,91.2,1
27,48,1782,0.238,2,9,5,37.4,1.1,42.46,94644.06,9615.3,97.25,0.291,8.2,0,0,1,45.6,1
50,61,1660,0.348,29,2,8,56.3,1.8,56.21,99636.81,8649.85,45.83,0.056,17.0,30,1,0,57.4,1
21,73,981,0.466,9,4,5,38.0,1.2,33.12,93108.01,4072.25,89.78,0.219,15.3,9,0,0,25.5,1
36,52,1061,0.2,20,10,3,4.6,2.3,82.29,431577.97,6169.81,94.75,0.366,14.6,10,0,1,97.3,1
18,63,1008,0.079,8,9,2,92.4,4.5,89.62,196910.43,5052.63,77.65,0.215,11.9,20,0,1,70.2,1
22,28,765,0.454,13,5,4,79.1,7.9,64.45,28842.56,2848.09,36.32,0.05,9.3,20,1,0,73.3,1
7,43,612,0.185,1,0,6,91.6,7.9,31.1,264800.02,1372.07,53.33,0.242,9.8,12,1,1,44.5,1
36,36,106,0.35,16,1,4,18.5,7.5,65.16,115724.49,622.74,70.68,0.347,12.9,25,0,0,5.5,1
32,30,1175,0.404,10,1,4,6.3,7.5,32.35,242979.36,4654.29,71.11,0.173,14.2,6,0,0,55.5,1
19,17,921,0.475,8,3,8,44.9,3.4,91.15,127812.44,5348.98,31.86,0.327,9.4,25,0,1,47.2,1
33,4,826,0.186,8,2,5,7.5,2.5,6.32,231644.48,3688.33,39.4,0.361,14.8,5,1,1,25.8,1
3,77,869,0.092,18,10,5,46.3,0.4,84.95,480601.18,4837.83,73.64,0.415,6.8,21,1,0,77.2,1
6,42,630,0.381,7,1,6,15.2,4.5,27.14,460796.34,8862.25,56.38,0.027,8.3,30,0,1,83.4,1
44,19,1066,0.08,10,1,7,79.9,1.4,80.61,104637.5,8453.09,38.27,0.042,12.1,23,1,1,46.1,1
10,29,993,0.114,28,8,0,9.3,1.0,40.31,309531.11,4357.44,24.92,0.274,18.9,23,0,1,7.9,1
50,79,594,0.441,6,7,3,43.9,7.0,73.76,294558.35,1648.0,78.01,0.417,0.2,28,1,0,19.3,1
30,75,1390,0.247,11,8,4,74.7,4.3,19.69,214768.15,1167.26,43.76,0.497,10.4,22,0,1,6.2,1
4,55,1278,0.397,11,6,4,77.5,3.2,70.04,73639.43,7589.66,25.47,0.24,18.4,14,1,0,13.6,1
40,48,643,0.366,19,6,4,54.5,2.0,14.79,390478.83,644.12,91.32,0.096,6.1,12,1,1,63.6,1
7,48,1446,0.498,8,8,6,67.3,2.6,50.89,218703.44,1359.93,28.3,0.432,8.6,20,0,0,68.3,1
29,76,390,0.237,27,8,1,53.8,4.1,77.93,161422.0,1343.38,31.18,0.082,1.8,18,0,1,88.4,1
32,36,1053,0.448,9,0,7,34.6,3.2,16.27,82157.85,5781.57,46.2,0.358,14.5,18,1,1,94.4,1
3,53,1115,0.263,9,10,3,74.1,5.5,57.48,194057.27,2037.17,45.8,0.235,3.8,15,0,1,66.7,1
8,61,1614,0.096,14,5,7,43.1,4.4,47.69,351308.85,2671.41,20.72,0.275,10.0,27,0,0,31.7,1
36,12,983,0.234,19,0,3,39.5,7.8,9.17,148834.99,8893.04,41.41,0.136,16.6,23,1,1,73.6,1
48,32,1325,0.444,22,7,1,58.6,4.8,31.63,451041.62,6939.45,18.59,0.08,0.1,30,1,0,26.0,1
38,3,1398,0.137,30,9,2,13.5,7.8,97.89,390319.08,1536.2,40.66,0.012,13.1,30,1,1,20.7,1
7,58,1073,0.098,29,3,7,78.3,6.3,59.92,261505.2,7708.99,37.59,0.356,1.3,17,1,0,97.3,1
39,69,1554,0.39,30,3,4,53.2,1.2,83.02,384359.05,6563.77,57.82,0.118,18.2,6,1,0,13.3,1
44,0,1415,0.214,15,1,1,42.8,5.9,32.72,72827.16,9028.66,46.03,0.261,15.3,7,1,0,76.4,1
42,29,351,0.242,2,9,5,47.6,4.1,67.1,349188.5,4932.93,53.2,0.499,9.1,18,0,0,57.4,1
23,35,677,0.314,17,1,0,52.0,2.2,31.1,18157.29,2629.44,85.35,0.287,0.7,15,0,0,24.8,1
14,33,397,0.385,27,5,0,34.3,2.6,44.15,263358.4,5735.09,78.09,0.12,13.5,10,1,0,95.2,1
18,14,374,0.174,17,9,5,7.9,6.0,36.62,127736.75,2469.36,53.19,0.374,0.6,17,0,1,27.4,1
48,73,532,0.289,28,1,0,65.7,1.4,75.2,442983.06,8750.11,32.48,0.184,16.9,1,0,0,33.9,1
10,4,160,0.259,15,4,6,79.5,2.7,41.41,55829.5,7791.28,53.2,0.165,8.2,0,1,1,57.2,1
5,78,851,0.121,15,5,6,12.0,2.0,40.08,409658.13,5284.41,91.66,0.24,0.4,9,1,0,36.7,1
3,71,1331,0.344,5,5,3,81.5,3.3,78.37,376429.11,4188.27,51.93,0.341,2.0,5,1,1,41.9,1
1,6,1854,0.034,11,7,6,30.2,1.5,36.13,282776.14,5805.2,56.9,0.429,6.2,16,0,0,81.9,1
47,50,288,0.01,26,6,1,3.9,4.3,59.04,331251.97,8194.12,87.34,0.1,17.2,21,0,0,19.4,1
47,50,1731,0.326,28,6,7,5.0,4.3,3.39,65638.65,237.3,90.35,0.256,0.7,15,1,0,83.5,1
46,18,1617,0.263,2,7,1,49.9,5.7,69.99,250278.54,9832.27,27.64,0.401,0.1,8,0,0,5.9,1
5,19,1479,0.141,10,0,1,4.5,4.9,17.23,76579.12,3903.91,55.82,0.323,9.3,27,0,0,61.2,1
21,0,824,0.226,5,10,6,92.2,0.7,66.6,258418.59,187.86,50.97,0.212,0.1,1,1,1,9.1,1
11,69,957,0.492,19,7,6,75.6,1.0,73.7,128123.21,2024.5,82.95,0.01,15.6,4,1,0,13.2,1
41,45,59,0.1,4,0,0,49.9,6.3,27.05,409804.93,9555.58,16.87,0.207,7.4,14,0,1,74.9,1
24,38,277,0.353,11,8,8,85.0,2.0,47.72,402307.77,1371.03,92.32,0.075,16.1,8,1,0,53.3,1
17,28,1311,0.213,22,5,1,52.9,1.2,62.29,121427.27,6147.73,88.5,0.083,5.3,1,0,1,4.7,1
19,56,1936,0.208,28,1,0,41.0,6.5,36.76,431390.47,7716.65,73.14,0.069,13.6,25,0,0,87.1,1
19,41,936,0.408,4,5,1,58.5,2.2,52.72,83402.95,3620.86,24.21,0.212,10.7,22,0,1,86.4,1
2,32,524,0.25,6,6,0,99.5,2.4,56.16,179436.16,9440.22,20.46,0.092,6.6,24,1,1,95.9,1
42,72,1363,0.32,2,9,0,84.6,0.1,53.13,494445.43,8476.28,55.88,0.487,6.6,10,0,1,88.6,1
32,59,850,0.469,3,3,4,85.8,2.8,94.32,25724.66,6115.04,69.91,0.183,11.0,2,1,0,64.6,1
35,75,1826,0.299,2,8,6,43.4,6.7,66.28,4403.93,8889.19,47.15,0.305,18.7,2,0,0,60.4,1
46,50,597,0.089,29,8,3,5.6,0.7,86.46,96394.28,2262.48,76.86,0.297,17.6,11,1,0,86.4,1
34,72,1981,0.218,4,4,5,11.5,2.4,58.51,479293.77,6564.01,67.75,0.072,3.2,0,0,1,53.0,1
6,20,1482,0.258,19,8,2,22.9,5.8,48.67,388225.82,3588.91,31.92,0.369,0.1,3,0,1,11.2,1
29,17,1717,0.058,23,0,8,34.6,7.0,95.88,120981.91,2262.79,40.91,0.062,17.2,23,1,0,8.8,1
5,19,1072,0.211,4,1,4,3.2,6.5,98.55,464265.53,3178.69,45.28,0.24,3.2,9,1,1,88.2,1
9,23,754,0.198,23,9,8,13.4,5.6,38.89,343972.14,3126.34,34.51,0.232,15.9,12,1,1,15.6,1
27,77,1944,0.424,29,6,1,73.9,5.7,51.57,308811.0,708.52,40.25,0.458,10.9,23,0,1,98.7,1
39,25,1034,0.034,28,9,1,48.9,6.1,29.18,312798.83,6956.4,84.1,0.202,6.1,21,1,1,50.4,1
5,17,1456,0.195,27,1,6,34.7,2.2,72.91,394698.58,3035.56,24.19,0.255,3.0,26,0,1,90.3,1
29,50,1559,0.327,24,2,6,8.1,3.4,75.93,425654.76,8773.12,11.89,0.213,2.9,13,1,0,75.1,1
